Include Group,Group Name,Combine,Platform-Type-OS-Version,Name,Location,Environment,Test Data
No,StatShouldnotParticipateGeofenceMonitoringMultipleStat,,Android-Device-Android-6.0,Samsung Galaxy S6,Local,Production,"AcquisitionType=Specific, TestData='USERID=jasperna_4@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Stat 6288,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
No,DASInstallationGuide,,Android-Device-Android-6.0,.*,Perfecto,Development,"AcquisitionType=Specific, TestData='USERID=das_nodevice1@mailinator.com,PASSWORD=Password1,LOCATION1_NAME=No Location,LOCATION1_DEVICE1_NAME=No Device'"
,DASInstallationGuide,,Android-Device-Android-6.0,.*,Perfecto,Development,"AcquisitionType=Specific, TestData='USERID=shilpak@thoughtworks.com,PASSWORD=Password1,LOCATION1_NAME=No Location,LOCATION1_DEVICE1_NAME=No Device'"
,SystemStatus_timestamp,,Android-Device-Android-6.0,.*,Perfecto,CHIL Stub API,"AcquisitionType=Specific, TestData='USERID=shilpak@thoughtworks.com,PASSWORD=Password1,LOCATION1_NAME=No Location,LOCATION1_DEVICE1_NAME=No Device'"
,Sensor_Issues,,Android-Device-Android-6.0,.*,Perfecto,Granite QA API,"AcquisitionType=Specific, TestData='USERID=test1234@grr.la,PASSWORD=Password.1234,LOCATION1_NAME=QA,LOCATION1_DEVICE1_NAME=No Device'"
,CommandFlowsSwitching,,Android-Device-Android-6.0,.*,Perfecto,Granite QA API,"AcquisitionType=Specific, TestData='USERID=test1234@grr.la,PASSWORD=Password.1234,LOCATION1_NAME=QA,LOCATION1_DEVICE1_NAME=No Device'"
,DasHomeSettings,,Android-Device-Android-6.0,.*,Perfecto,Chil Das(QA),"AcquisitionType=Specific, TestData='USERID=testaccount@mailinator.com,PASSWORD=Password1,LOCATION1_NAME=7n2_444,LOCATION1_DEVICE1_NAME=444bs'"
,DasEntryExitSettings,,Android-Device-Android-7.0,Samsung Galaxy S6,Local,Chil Das(QA),"AcquisitionType=Specific, TestData='USERID=qaevt@mailinator.com,PASSWORD=Password1,LOCATION1_NAME=7N54,LOCATION1_DEVICE1_NAME=Living Room Apollo'"
,DasAwaySettings,,Android-Device-Android-6.0,.*,Perfecto,Chil Das(QA),"AcquisitionType=Specific, TestData='USERID=testuser2qa@grr.la,PASSWORD=Password1,LOCATION1_NAME=7n2_444,LOCATION1_DEVICE1_NAME=444bs'"
,DasNightSettings,,Android-Device-Android-6.0,.*,Perfecto,Chil Das(QA),"AcquisitionType=Specific, TestData='USERID=testuser2qa@grr.la,PASSWORD=Password1,LOCATION1_NAME=7n2_444,LOCATION1_DEVICE1_NAME=444bs'"
,dasBasestationRename,,Android-Device-Android-6.0,.*,Perfecto,Chil Das(QA),"AcquisitionType=Specific, TestData='USERID=testuser2qa@grr.la,PASSWORD=Password1,LOCATION1_NAME=7n2_444,LOCATION1_DEVICE1_NAME=444bs'"
